Cierre de campaña,Fecha recepción,Lote Complejo   ,Cod Granja,Lote ,Galpón,Raza  ,Estatus  ,Alojamiento Total,Aves Planta,Edad (venta),Limp & Prep,Aves Neto,Kilos Planta,Kilos Neto,Cons Alim Total,Area de Crianza 1,Conv. Real,Ganancia día,Aves/m2,Kg/m2
3/29/2026        ,2/17/2026      ,BUC3022-2601A-05,BUC3022   ,2601A,05    ,C500SF,Cerrado  ,25000            ,24221      ,38.00       ,17.0       ,24049    ,74791.35    ,73722.56  ,114724         ,0.00             ,1.56      ,80.67       ,0.00   ,0.00 
3/26/2026        ,2/17/2026      ,STO5063-2601-03 ,STO5063   ,2601 ,03    ,C500SF,Cerrado  ,22000            ,20909      ,35.00       ,19.0       ,20884    ,54607.91    ,53939.72  ,82880          ,0.00             ,1.54      ,73.80       ,0.00   ,0.00 
3/23/2026        ,2/17/2026      ,STO5005-2601-09 ,STO5005   ,2601 ,09    ,C500SF,Cerrado  ,33900            ,32416      ,34.00       ,23.0       ,32290    ,81399.47    ,80482.39  ,122500         ,0.00             ,1.52      ,73.31       ,0.00   ,0.00 
3/29/2026        ,2/17/2026      ,BUC3022-2601-04 ,BUC3022   ,2601 ,04    ,C500SF,Cerrado  ,26000            ,25299      ,40.00       ,20.0       ,25243    ,73440.00    ,73228.86  ,119478         ,0.00             ,1.63      ,72.52       ,0.00   ,0.00 
3/28/2026        ,2/17/2026      ,BUC1013-2601-01 ,BUC1013   ,2601 ,01    ,C500SF,Cerrado  ,22500            ,21768      ,37.00       ,20.0       ,21732    ,61832.11    ,61663.09  ,98783          ,0.00             ,1.60      ,76.69       ,0.00   ,0.00 
3/24/2026        ,2/17/2026      ,STO5063-2601-04 ,STO5063   ,2601 ,04    ,C500SF,Cerrado  ,35975            ,34437      ,35.00       ,20.0       ,34366    ,89632.72    ,88832.90  ,134985         ,0.00             ,1.52      ,73.85       ,0.00   ,0.00 
3/26/2026        ,2/17/2026      ,BUC3022-2601-01 ,BUC3022   ,2601 ,01    ,C500SF,Cerrado  ,25500            ,24552      ,37.00       ,18.0       ,24491    ,69143.63    ,68857.94  ,107350         ,0.00             ,1.56      ,75.99       ,0.00   ,0.00 
4/1/2026         ,2/17/2026      ,BUC3035-2601A-05,BUC3035   ,2601A,05    ,C500SF,Inactivos,26500            ,25211      ,41.00       ,18.0       ,25211    ,84905.74    ,84711.19  ,139085         ,0.00             ,1.64      ,81.95       ,0.00   ,0.00 
3/28/2026        ,2/18/2026      ,STO5063-2601-02 ,STO5063   ,2601 ,02    ,C500SF,Cerrado  ,23000            ,22529      ,35.00       ,21.0       ,22493    ,63127.98    ,62367.50  ,94345          ,0.00             ,1.51      ,79.22       ,0.00   ,0.00 
3/29/2026        ,2/18/2026      ,BUC3050-2601-04 ,BUC3050   ,2601 ,04    ,C500SF,Cerrado  ,29500            ,28481      ,38.00       ,20.0       ,28438    ,80506.34    ,79595.94  ,125317         ,0.00             ,1.57      ,73.66       ,0.00   ,0.00 
3/31/2026        ,2/18/2026      ,BUC3050-2601-03 ,BUC3050   ,2601 ,03    ,C500SF,Cerrado  ,29500            ,28357      ,40.00       ,17.0       ,28357    ,80898.91    ,79685.43  ,127721         ,0.00             ,1.60      ,70.25       ,0.00   ,0.00 
3/30/2026        ,2/18/2026      ,BUC3022-2601A-06,BUC3022   ,2601A,06    ,C500SF,Cerrado  ,28800            ,27622      ,39.00       ,17.0       ,27622    ,83618.65    ,82364.37  ,132923         ,0.00             ,1.61      ,76.46       ,0.00   ,0.00 
3/25/2026        ,2/18/2026      ,STO5063-2601-05 ,STO5063   ,2601 ,05    ,C500SF,Cerrado  ,25000            ,24219      ,33.00       ,20.0       ,23825    ,60571.39    ,58955.00  ,91630          ,0.00             ,1.55      ,74.98       ,0.00   ,0.00 
3/27/2026        ,2/18/2026      ,BUC3050-2601-05 ,BUC3050   ,2601 ,05    ,C500SF,Cerrado  ,27500            ,26640      ,37.00       ,17.0       ,26551    ,72316.00    ,71999.33  ,110741         ,0.00             ,1.54      ,73.29       ,0.00   ,0.00 
3/27/2026        ,2/18/2026      ,BUC3050-2601-06 ,BUC3050   ,2601 ,06    ,C500SF,Cerrado  ,27500            ,26955      ,37.00       ,17.0       ,26844    ,72563.75    ,72236.43  ,113744         ,0.00             ,1.57      ,72.73       ,0.00   ,0.00 
3/26/2026        ,2/18/2026      ,STO2001-2601-01 ,STO2001   ,2601 ,01    ,C500SF,Inactivos,42600            ,40812      ,35.00       ,15.0       ,40660    ,104353.87   ,103737.54 ,148652         ,0.00             ,1.43      ,72.90       ,0.00   ,0.00 
3/30/2026        ,2/19/2026      ,STO2001-2601-03 ,STO2001   ,2601 ,03    ,C500SF,Inactivos,43000            ,40750      ,36.00       ,23.0       ,40735    ,116612.07   ,116557.67 ,168649         ,0.00             ,1.45      ,79.48       ,0.00   ,0.00 
3/26/2026        ,2/20/2026      ,STO2001-2601-05 ,STO2001   ,2601 ,05    ,C500SF,Inactivos,43000            ,41389      ,33.00       ,22.0       ,41248    ,99893.59    ,99426.02  ,144412         ,0.00             ,1.45      ,73.04       ,0.00   ,0.00 
3/30/2026        ,2/20/2026      ,BUC3050-2601-01 ,BUC3050   ,2601 ,01    ,C500SF,Cerrado  ,28400            ,27656      ,38.00       ,21.0       ,27569    ,75759.89    ,75510.15  ,120789         ,0.00             ,1.60      ,72.08       ,0.00   ,0.00 
3/31/2026        ,2/20/2026      ,BUC1012-2601-08 ,BUC1012   ,2601 ,08    ,C500SF,Inactivos,23000            ,22590      ,39.00       ,18.0       ,22503    ,62924.75    ,62607.59  ,100570         ,0.00             ,1.61      ,71.34       ,0.00   ,0.00 
4/4/2026         ,2/20/2026      ,BUC3035-2601A-03,BUC3035   ,2601A,03    ,RAP91 ,Inactivos,14500            ,14019      ,42.00       ,20.0       ,14019    ,44968.62    ,44757.42  ,69405          ,0.00             ,1.55      ,76.01       ,0.00   ,0.00 
4/1/2026         ,2/20/2026      ,BUC1012-2601A-06,BUC1012   ,2601A,06    ,C500SF,Inactivos,22500            ,21813      ,39.00       ,18.0       ,21767    ,66408.27    ,66252.08  ,106865         ,0.00             ,1.61      ,78.04       ,0.00   ,0.00 
4/1/2026         ,2/20/2026      ,BUC1012-2601A-02,BUC1012   ,2601A,02    ,C500SF,Inactivos,22500            ,21342      ,38.00       ,19.0       ,21168    ,66728.48    ,66163.67  ,104125         ,0.00             ,1.57      ,82.25       ,0.00   ,0.00 
3/29/2026        ,2/20/2026      ,BUC1012-2601-10 ,BUC1012   ,2601 ,10    ,C500SF,Inactivos,22500            ,21798      ,37.00       ,19.0       ,21724    ,61854.30    ,61632.19  ,94660          ,0.00             ,1.54      ,76.68       ,0.00   ,0.00 
4/1/2026         ,2/20/2026      ,BUC1012-2601-14 ,BUC1012   ,2601 ,14    ,C500SF,Inactivos,23050            ,21854      ,39.00       ,18.0       ,21854    ,69971.94    ,69971.94  ,110055         ,0.00             ,1.57      ,82.10       ,0.00   ,0.00 
3/27/2026        ,2/20/2026      ,STO2001-2601-07 ,STO2001   ,2601 ,07    ,C500SF,Inactivos,43000            ,41065      ,34.00       ,21.0       ,40739    ,102996.46   ,102042.70 ,151251         ,0.00             ,1.48      ,73.67       ,0.00   ,0.00 
4/1/2026         ,2/20/2026      ,BUC1012-2601-12 ,BUC1012   ,2601 ,12    ,C500SF,Inactivos,22500            ,21529      ,39.00       ,16.0       ,21464    ,65448.38    ,65273.81  ,105170         ,0.00             ,1.61      ,77.98       ,0.00   ,0.00 
3/31/2026        ,2/20/2026      ,BUC3050-2601-02 ,BUC3050   ,2601 ,02    ,C500SF,Cerrado  ,28500            ,27107      ,38.00       ,21.0       ,26967    ,75675.11    ,75224.14  ,120458         ,0.00             ,1.60      ,73.41       ,0.00   ,0.00 
4/3/2026         ,2/21/2026      ,BUC1012-2601A-11,BUC1012   ,2601A,11    ,C500SF,Inactivos,23000            ,22099      ,41.00       ,18.0       ,22099    ,70264.33    ,70264.33  ,113770         ,0.00             ,1.62      ,77.55       ,0.00   ,0.00 
4/1/2026         ,2/21/2026      ,STO2001-2601-02 ,STO2001   ,2601 ,02    ,C500SF,Inactivos,42660            ,41436      ,36.00       ,22.0       ,41413    ,114894.02   ,114807.08 ,163982         ,0.00             ,1.43      ,77.01       ,0.00   ,0.00 
4/3/2026         ,2/21/2026      ,BUC1012-2601A-09,BUC1012   ,2601A,09    ,C500SF,Inactivos,22500            ,21675      ,40.00       ,17.0       ,21635    ,66442.13    ,66222.88  ,107595         ,0.00             ,1.62      ,76.52       ,0.00   ,0.00 
4/3/2026         ,2/21/2026      ,BUC1012-2601-01 ,BUC1012   ,2601 ,01    ,C500SF,Inactivos,22400            ,21499      ,39.00       ,20.0       ,21471    ,64054.55    ,63981.60  ,100935         ,0.00             ,1.58      ,76.41       ,0.00   ,0.00 
4/1/2026         ,2/21/2026      ,BUC1012-2601-05 ,BUC1012   ,2601 ,05    ,C500SF,Inactivos,23000            ,22347      ,39.00       ,17.0       ,22289    ,62080.00    ,61674.50  ,99515          ,0.00             ,1.61      ,70.95       ,0.00   ,0.00 
3/31/2026        ,2/21/2026      ,BUC1012-2601-07 ,BUC1012   ,2601 ,07    ,C500SF,Inactivos,23500            ,22900      ,38.00       ,17.0       ,22788    ,64085.13    ,63209.31  ,100045         ,0.00             ,1.58      ,72.99       ,0.00   ,0.00 
4/1/2026         ,2/21/2026      ,BUC1012-2601-03 ,BUC1012   ,2601 ,03    ,C500SF,Inactivos,23600            ,22585      ,37.00       ,16.0       ,22481    ,65614.84    ,65345.76  ,102350         ,0.00             ,1.57      ,78.56       ,0.00   ,0.00 
3/29/2026        ,2/21/2026      ,STO2001-2601-04 ,STO2001   ,2601 ,04    ,C500SF,Inactivos,43000            ,40336      ,34.00       ,22.0       ,40160    ,101020.41   ,100370.99 ,147025         ,0.00             ,1.46      ,73.51       ,0.00   ,0.00 
3/31/2026        ,2/21/2026      ,BUC1012-2601-13 ,BUC1012   ,2601 ,13    ,C500SF,Inactivos,23000            ,21645      ,38.00       ,16.0       ,21487    ,61366.13    ,60939.20  ,93660          ,0.00             ,1.54      ,74.63       ,0.00   ,0.00 
3/31/2026        ,2/21/2026      ,BUC1012-2601A-04,BUC1012   ,2601A,04    ,C500SF,Inactivos,22500            ,21785      ,37.00       ,18.0       ,21718    ,67206.80    ,66928.44  ,104255         ,0.00             ,1.56      ,83.29       ,0.00   ,0.00 
4/3/2026         ,2/23/2026      ,STO5056-2601-02 ,STO5056   ,2601 ,02    ,C500SF,Inactivos,19325            ,18628      ,36.00       ,28.0       ,18612    ,49654.76    ,49247.70  ,78084          ,0.00             ,1.59      ,73.50       ,0.00   ,0.00 
4/3/2026         ,2/23/2026      ,BUC3008-2601-02 ,BUC3008   ,2601 ,02    ,C500SF,Inactivos,37500            ,36121      ,38.00       ,20.0       ,36070    ,109487.00   ,107576.48 ,168747         ,0.00             ,1.57      ,78.49       ,0.00   ,0.00 
3/29/2026        ,2/23/2026      ,STO2001-2601-06 ,STO2001   ,2601 ,06    ,C500SF,Inactivos,43000            ,41129      ,33.00       ,22.0       ,40939    ,99840.28    ,99065.95  ,144160         ,0.00             ,1.46      ,73.33       ,0.00   ,0.00 
3/30/2026        ,2/23/2026      ,STO2001-2601-08 ,STO2001   ,2601 ,08    ,C500SF,Inactivos,43000            ,41286      ,34.00       ,19.0       ,41110    ,101339.30   ,100478.05 ,143517         ,0.00             ,1.43      ,71.89       ,0.00   ,0.00 
4/3/2026         ,2/23/2026      ,BUC3008-2601-01 ,BUC3008   ,2601 ,01    ,C500SF,Inactivos,37500            ,36459      ,37.00       ,17.0       ,36318    ,104059.20   ,102457.95 ,162271         ,0.00             ,1.58      ,76.25       ,0.00   ,0.00 
4/1/2026         ,2/24/2026      ,BUC3008-2601-03 ,BUC3008   ,2601 ,03    ,C500SF,Inactivos,37500            ,36414      ,36.00       ,16.0       ,36247    ,102753.80   ,101853.62 ,159229         ,0.00             ,1.56      ,78.06       ,0.00   ,0.00 
4/6/2026         ,2/24/2026      ,BUC3003-2601-04 ,BUC3003   ,2601 ,04    ,C500SF,Activo   ,29000            ,28131      ,38.00       ,18.0       ,28046    ,80789.40    ,80235.86  ,123908         ,0.00             ,1.54      ,75.29       ,0.00   ,0.00 
4/3/2026         ,2/24/2026      ,STO5056-2601-04 ,STO5056   ,2601 ,04    ,C500SF,Inactivos,22500            ,21764      ,34.00       ,25.0       ,21719    ,52864.42    ,52438.77  ,81019          ,0.00             ,1.55      ,71.01       ,0.00   ,0.00 
4/5/2026         ,2/24/2026      ,BUC3027-2601-01 ,BUC3027   ,2601 ,01    ,C500SF,Activo   ,22000            ,21091      ,39.00       ,15.0       ,21060    ,65624.73    ,64762.67  ,99271          ,0.00             ,1.53      ,78.85       ,0.00   ,0.00 
4/5/2026         ,2/24/2026      ,BUC3027-2601A-03,BUC3027   ,2601A,03    ,C500SF,Activo   ,21500            ,20673      ,39.00       ,20.0       ,20653    ,67300.00    ,66364.12  ,106509         ,0.00             ,1.60      ,82.39       ,0.00   ,0.00 
4/6/2026         ,2/24/2026      ,BUC3027-2601-02 ,BUC3027   ,2601 ,02    ,C500SF,Activo   ,22500            ,21959      ,40.00       ,15.0       ,21959    ,65569.28    ,64585.74  ,99176          ,0.00             ,1.54      ,73.53       ,0.00   ,0.00 
3/31/2026        ,2/24/2026      ,STO5056-2601-03 ,STO5056   ,2601 ,03    ,C500SF,Inactivos,23500            ,22709      ,33.00       ,29.0       ,22658    ,52551.88    ,52155.69  ,77509          ,0.00             ,1.49      ,69.75       ,0.00   ,0.00 
4/2/2026         ,2/24/2026      ,BUC3027-2601-04 ,BUC3027   ,2601 ,04    ,C500SF,Activo   ,28000            ,27360      ,37.00       ,20.0       ,27263    ,78106.00    ,77806.97  ,120823         ,0.00             ,1.55      ,77.13       ,0.00   ,0.00 
4/5/2026         ,2/24/2026      ,STO5056-2601-05 ,STO5056   ,2601 ,05    ,C500SF,Inactivos,29700            ,28937      ,37.00       ,23.0       ,28804    ,78668.94    ,77806.93  ,120463         ,0.00             ,1.55      ,73.01       ,0.00   ,0.00 
4/7/2026         ,2/25/2026      ,BUC3003-2601-02 ,BUC3003   ,2601 ,02    ,C500SF,Activo   ,29000            ,27909      ,40.00       ,23.0       ,27909    ,90063.10    ,88712.15  ,130035         ,0.00             ,1.47      ,79.47       ,0.00   ,0.00 
4/8/2026         ,2/25/2026      ,BUC3003-2601-01 ,BUC3003   ,2601 ,01    ,C500SF,Activo   ,28400            ,27382      ,40.00       ,22.0       ,27313    ,81597.50    ,81075.49  ,125879         ,0.00             ,1.55      ,74.21       ,0.00   ,0.00 
4/6/2026         ,2/25/2026      ,BUC3003-2601A-05,BUC3003   ,2601A,05    ,C500SF,Activo   ,29000            ,28217      ,40.00       ,20.0       ,28217    ,88520.00    ,87192.20  ,133023         ,0.00             ,1.53      ,77.25       ,0.00   ,0.00 
3/31/2026        ,2/25/2026      ,STO5035-2601-01 ,STO5035   ,2601 ,01    ,C500SF,Inactivos,28000            ,26560      ,33.00       ,24.0       ,25923    ,65019.13    ,63321.61  ,96665          ,0.00             ,1.53      ,74.02       ,0.00   ,0.00 
4/1/2026         ,2/25/2026      ,STO5035-2601-03 ,STO5035   ,2601 ,03    ,C500SF,Inactivos,36000            ,34149      ,35.00       ,22.0       ,33938    ,87972.10    ,87309.74  ,133682         ,0.00             ,1.53      ,73.50       ,0.00   ,0.00 
4/1/2026         ,2/25/2026      ,STO5035-2601-02 ,STO5035   ,2601 ,02    ,C500SF,Inactivos,26000            ,24896      ,33.00       ,21.0       ,24301    ,61808.76    ,59890.91  ,94233          ,0.00             ,1.57      ,74.68       ,0.00   ,0.00 
4/1/2026         ,2/26/2026      ,STO5067-2601-02 ,STO5067   ,2601 ,02    ,C500SF,Activo   ,19000            ,17968      ,34.00       ,24.0       ,17924    ,45286.48    ,45099.10  ,68261          ,0.00             ,1.51      ,74.00       ,0.00   ,0.00 
4/7/2026         ,2/26/2026      ,STO5067-2601-03 ,STO5067   ,2601 ,03    ,C500SF,Activo   ,19000            ,17659      ,37.00       ,24.0       ,17613    ,49545.21    ,49109.72  ,79005          ,0.00             ,1.61      ,75.36       ,0.00   ,0.00 
4/6/2026         ,2/26/2026      ,STO5067-2601-04 ,STO5067   ,2601 ,04    ,C500SF,Activo   ,19000            ,17793      ,37.00       ,21.0       ,17741    ,50384.79    ,49949.18  ,79007          ,0.00             ,1.58      ,76.09       ,0.00   ,0.00 
4/5/2026         ,2/26/2026      ,STO5067-2601-01 ,STO5067   ,2601 ,01    ,C500SF,Activo   ,19000            ,17530      ,36.00       ,21.0       ,17512    ,49193.52    ,48744.48  ,76807          ,0.00             ,1.58      ,77.32       ,0.00   ,0.00 
4/7/2026         ,2/27/2026      ,BUC3003-2601A-03,BUC3003   ,2601A,03    ,C500SF,Activo   ,29000            ,28106      ,39.00       ,20.0       ,28058    ,83290.00    ,82498.92  ,119848         ,0.00             ,1.45      ,75.39       ,0.00   ,0.00 
4/6/2026         ,2/27/2026      ,BUC1005-2602-05 ,BUC1005   ,2602 ,05    ,C500SF,Activo   ,23000            ,22266      ,38.00       ,23.0       ,22187    ,64833.80    ,64570.62  ,98880          ,0.00             ,1.53      ,76.59       ,0.00   ,0.00 
4/5/2026         ,2/27/2026      ,BUC1005-2602-06 ,BUC1005   ,2602 ,06    ,C500SF,Activo   ,22500            ,21897      ,37.00       ,18.0       ,21815    ,61992.38    ,61683.43  ,93017          ,0.00             ,1.51      ,76.42       ,0.00   ,0.00 
4/8/2026         ,2/27/2026      ,BUC1005-2602A-03,BUC1005   ,2602A,03    ,C500SF,Activo   ,22500            ,21832      ,38.00       ,19.0       ,21790    ,68359.23    ,68163.55  ,103012         ,0.00             ,1.51      ,82.32       ,0.00   ,0.00 
4/5/2026         ,2/27/2026      ,BUC1005-2602-07 ,BUC1005   ,2602 ,07    ,C500SF,Activo   ,23050            ,22203      ,37.00       ,19.0       ,22087    ,63380.13    ,62961.38  ,96342          ,0.00             ,1.53      ,77.04       ,0.00   ,0.00 
4/8/2026         ,2/27/2026      ,BUC1005-2602-04 ,BUC1005   ,2602 ,04    ,C500SF,Activo   ,23000            ,22563      ,39.00       ,19.0       ,22521    ,60821.50    ,60613.83  ,92864          ,0.00             ,1.53      ,69.01       ,0.00   ,0.00 
4/7/2026         ,2/27/2026      ,STO5068-2601-01 ,STO5068   ,2601 ,01    ,C500SF,Activo   ,39700            ,38076      ,35.00       ,24.0       ,38012    ,102055.65   ,101183.34 ,148280         ,0.00             ,1.47      ,76.05       ,0.00   ,0.00 
4/2/2026         ,2/27/2026      ,STO5068-2601-02 ,STO5068   ,2601 ,02    ,C500SF,Activo   ,39700            ,37990      ,33.00       ,24.0       ,37888    ,89824.35    ,89045.51  ,137520         ,0.00             ,1.54      ,71.22       ,0.00   ,0.00 
4/6/2026         ,2/27/2026      ,BUC1005-2602-01 ,BUC1005   ,2602 ,01    ,C500SF,Activo   ,22500            ,21843      ,38.00       ,22.0       ,21764    ,62597.15    ,62243.21  ,94653          ,0.00             ,1.52      ,75.26       ,0.00   ,0.00 
4/6/2026         ,2/27/2026      ,BUC1005-2602-02 ,BUC1005   ,2602 ,02    ,C500SF,Activo   ,23000            ,22491      ,38.00       ,22.0       ,22416    ,63871.55    ,63585.77  ,96147          ,0.00             ,1.51      ,74.65       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,BUC1005-2602-09 ,BUC1005   ,2602 ,09    ,C500SF,Activo   ,22500            ,21000      ,39.00       ,18.0       ,21000    ,66390.11    ,66390.11  ,100501         ,0.00             ,1.51      ,81.06       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,BUC1005-2602-11 ,BUC1005   ,2602 ,11    ,C500SF,Activo   ,22800            ,19306      ,40.00       ,17.0       ,19306    ,61124.22    ,61124.22  ,97310          ,0.00             ,1.59      ,79.15       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,BUC1005-2602A-08,BUC1005   ,2602A,08    ,C500SF,Activo   ,23000            ,22155      ,40.00       ,17.0       ,22155    ,71314.39    ,71314.39  ,99776          ,0.00             ,1.40      ,80.47       ,0.00   ,0.00 
4/5/2026         ,2/28/2026      ,STO5046-2602-02 ,STO5046   ,2602 ,02    ,C500SF,Activo   ,22880            ,22136      ,34.00       ,21.0       ,22037    ,54685.04    ,54341.71  ,80697          ,0.00             ,1.48      ,72.53       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,BUC1005-2602A-14,BUC1005   ,2602A,14    ,C500SF,Activo   ,23000            ,11115      ,39.00       ,17.0       ,11073    ,32815.55    ,32645.63  ,96459          ,0.00             ,2.95      ,75.60       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,BUC1005-2602-13 ,BUC1005   ,2602 ,13    ,C500SF,Activo   ,23000            ,22492      ,39.00       ,17.0       ,22453    ,63498.13    ,63246.08  ,89525          ,0.00             ,1.42      ,72.23       ,0.00   ,0.00 
4/8/2026         ,2/28/2026      ,BUC1005-2602A-12,BUC1005   ,2602A,12    ,C500SF,Activo   ,22500            ,21379      ,38.00       ,18.0       ,21326    ,66160.83    ,65931.78  ,97885          ,0.00             ,1.48      ,81.36       ,0.00   ,0.00 
4/8/2026         ,2/28/2026      ,BUC1005-2602-10 ,BUC1005   ,2602 ,10    ,C500SF,Activo   ,22000            ,21098      ,37.00       ,20.0       ,20977    ,60511.05    ,60125.78  ,90844          ,0.00             ,1.51      ,77.47       ,0.00   ,0.00 
4/8/2026         ,2/28/2026      ,STO5046-2602-03 ,STO5046   ,2602 ,03    ,C500SF,Activo   ,22800            ,21664      ,35.00       ,21.0       ,21626    ,58048.43    ,57482.60  ,86983          ,0.00             ,1.51      ,75.94       ,0.00   ,0.00 
4/9/2026         ,2/28/2026      ,STO5046-2602-04 ,STO5046   ,2602 ,04    ,C500SF,Activo   ,23400            ,22776      ,32.00       ,21.0       ,22680    ,54121.57    ,53544.55  ,74690          ,0.00             ,1.39      ,73.78       ,0.00   ,0.00 
4/8/2026         ,3/1/2026       ,BUC3051-2602-06 ,BUC3051   ,2602 ,06    ,C500SF,Activo   ,50000            ,34264      ,37.00       ,19.0       ,34125    ,99018.85    ,98425.03  ,178420         ,0.00             ,1.81      ,77.95       ,0.00   ,0.00 
4/5/2026         ,3/2/2026       ,STO5020-2601-01 ,STO5020   ,2601 ,01    ,C500SF,Activo   ,8000             ,7672       ,34.00       ,26.0       ,7654     ,20172.57    ,20047.73  ,30150          ,0.00             ,1.50      ,77.04       ,0.00   ,0.00 
4/8/2026         ,3/2/2026       ,BUC3051-2602-05 ,BUC3051   ,2602 ,05    ,C500SF,Activo   ,50000            ,48474      ,37.00       ,21.0       ,48236    ,136099.20   ,135402.83 ,171577         ,0.00             ,1.27      ,75.87       ,0.00   ,0.00 
4/9/2026         ,3/2/2026       ,STO5020-2601-03 ,STO5020   ,2601 ,03    ,C500SF,Activo   ,12700            ,12216      ,36.00       ,24.0       ,12187    ,33672.59    ,33435.15  ,47890          ,0.00             ,1.43      ,76.21       ,0.00   ,0.00 
4/9/2026         ,3/2/2026       ,STO5020-2601-04 ,STO5020   ,2601 ,04    ,C500SF,Activo   ,12700            ,12136      ,37.00       ,24.0       ,12113    ,34806.89    ,34514.69  ,48805          ,0.00             ,1.41      ,77.01       ,0.00   ,0.00 
4/6/2026         ,3/2/2026       ,STO5020-2601-02 ,STO5020   ,2601 ,02    ,C500SF,Activo   ,6600             ,6375       ,35.00       ,26.0       ,6312     ,16667.95    ,16472.92  ,24840          ,0.00             ,1.51      ,74.57       ,0.00   ,0.00 
4/6/2026         ,3/2/2026       ,STO5046-2602-01 ,STO5046   ,2602 ,01    ,C500SF,Activo   ,31000            ,29702      ,34.00       ,25.0       ,29596    ,78474.96    ,77986.54  ,115480         ,0.00             ,1.48      ,77.50       ,0.00   ,0.00 
4/7/2026         ,3/3/2026       ,STO5040-2602-06 ,STO5040   ,2602 ,06    ,C500SF,Activo   ,30000            ,22815      ,33.00       ,20.0       ,22734    ,55932.00    ,55556.22  ,92329          ,0.00             ,1.66      ,74.05       ,0.00   ,0.00 
4/9/2026         ,3/3/2026       ,BUC3051-2602A-04,BUC3051   ,2602A,04    ,RAP91 ,Activo   ,25000            ,10800      ,37.00       ,19.0       ,10697    ,32600.00    ,32264.42  ,85782          ,0.00             ,2.66      ,81.52       ,0.00   ,0.00 
4/7/2026         ,3/3/2026       ,STO5040-2602-04 ,STO5040   ,2602 ,04    ,C500SF,Activo   ,30000            ,23000      ,33.00       ,22.0       ,22903    ,56040.00    ,55751.52  ,95241          ,0.00             ,1.71      ,73.77       ,0.00   ,0.00 
4/9/2026         ,3/3/2026       ,BUC3051-2602-03 ,BUC3051   ,2602 ,03    ,C500SF,Activo   ,50350            ,48915      ,36.00       ,20.0       ,48689    ,137937.90   ,137205.82 ,164273         ,0.00             ,1.20      ,78.28       ,0.00   ,0.00 
4/6/2026         ,3/3/2026       ,STO5040-2602-01 ,STO5040   ,2602 ,01    ,C500SF,Activo   ,37780            ,36800      ,32.00       ,20.0       ,36679    ,88440.00    ,87995.91  ,121461         ,0.00             ,1.38      ,74.97       ,0.00   ,0.00 
11/30/1899       ,3/3/2026       ,BUC3051-2602-02 ,BUC3051   ,2602 ,02    ,C500SF,Activo   ,50350            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,163448         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC1010-2602-10 ,BUC1010   ,2602 ,10    ,C500SF,Activo   ,21600            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,59222          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC1010-2602A-11,BUC1010   ,2602A,11    ,C500SF,Activo   ,23000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,77282          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC3051-2602-04 ,BUC3051   ,2602 ,04    ,RAP91 ,Activo   ,25000            ,0          ,0.00        ,-36.0      ,0        ,0.00        ,0.00      ,74999          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC1010-2602-14 ,BUC1010   ,2602 ,14    ,C500SF,Activo   ,21500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,71554          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/9/2026         ,3/4/2026       ,BUC3051-2602-01 ,BUC3051   ,2602 ,01    ,C500SF,Activo   ,50000            ,18747      ,36.00       ,21.0       ,18590    ,53284.05    ,52747.52  ,155081         ,0.00             ,2.94      ,78.82       ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC1010-2602A-13,BUC1010   ,2602A,13    ,C500SF,Activo   ,22500            ,0          ,0.00        ,20.0       ,0        ,0.00        ,0.00      ,82437          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/4/2026       ,BUC1010-2602-12 ,BUC1010   ,2602 ,12    ,C500SF,Activo   ,23000            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,67773          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/9/2026         ,3/4/2026       ,STO5040-2602-05 ,STO5040   ,2602 ,05    ,C500SF,Activo   ,33000            ,24591      ,32.00       ,22.0       ,24522    ,58900.87    ,58492.21  ,109421         ,0.00             ,1.87      ,74.54       ,0.00   ,0.00 
4/7/2026         ,3/4/2026       ,STO5040-2602-03 ,STO5040   ,2602 ,03    ,C500SF,Activo   ,25475            ,24184      ,34.00       ,22.0       ,24045    ,61217.13    ,60803.18  ,86038          ,0.00             ,1.42      ,74.37       ,0.00   ,0.00 
